carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,8583.611322148145
1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,18870.0084536621
0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,7371.59285346375
0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,21023.650582930342
1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,28432.277257567515
0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,17461.772183911962
0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,10708.57667129789
0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,10123.908365282743
1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,27242.170029822417
0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,27041.434356207075
1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,22328.61031418092
0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,13404.030661246648
2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,34735.9446248287
1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,24117.8993017049
1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,35418.68907255169
1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,21895.117997411377
0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,13685.269584114736
0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,21158.145536180222
0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,7155.201806908718
0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,18560.63517819957
0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,8452.52948390854
0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,14471.28851443538
0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,17459.62501891993
1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,26056.0640711597
1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,15724.853530363864
2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,40462.064184784795
0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,8121.237145895637
0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,8848.79543507311
0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,10693.725412096694
0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,7101.97917561045
1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,40000.557110760055
0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,5869.18198291814
0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,5940.236157315972
0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,11530.184127557926
0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,9781.255248984899
0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,12280.774843131921
0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,13810.614813463875
0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,18198.376837365133
0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,9398.0493178512
1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,34825.76256522777
0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,13423.353363869552
1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,26640.6452076908
0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,12927.401294836645
0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,10635.647035955168
1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,24866.497830014563
0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,14470.780079562195
0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,14237.283205217229
1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,43039.31557720075
1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,32378.858633143704
0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,7733.876217305714
0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,10255.115398691361
1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,18824.978855647747
1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,25860.88795239074
0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,15255.21293305845
0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,11486.51524869344
0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,11767.144362899597
0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,9919.864439206258
0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,11391.265138726898
0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,7913.921236646519
2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,58765.07066060791
2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,32607.756772411965
1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,40082.85791141519
0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,17257.449990230467
1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,20453.523186705766
0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,11508.531147590407
0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,4811.764706227697
0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,14907.626672407569
0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,9815.336935223899
0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,22542.62339234273
2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,37443.76549043905
0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,17875.190191847883
1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,52722.07476729079
1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,30327.34638618492
0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,12916.73200354409
0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,18016.742416674373
1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,27059.967490609
1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,18501.386878033838
0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,16125.452185903318
0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,17599.741400875722
2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,36482.78742548614
0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,9358.673463545463
0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,19243.269831400863
1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,21388.726962190958
0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,9569.8168343288
0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,13527.512893448855
0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,8327.252028207053
1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,29679.067829419157
0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,11732.46705183887
1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,43706.76933919877
0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,9407.960458390842
0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,11495.19538517351
0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,6959.3302136577695
0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,11926.56001074692
1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,26092.70865335258
0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,14480.952171901594
0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,25369.958872530504
0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,7231.654530258544
0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,6600.433330908768
0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,6531.801211716658
0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,7002.743990640615
0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,19260.518253525424
0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,12538.886526983777
0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,7507.2460803120675
1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,19976.963677966098
0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,14118.726721897594
1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,18719.77912632262
2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,33453.732512708855
1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,25073.542553161093
1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,25418.13826657268
1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,37651.54275126223
0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,13638.229539543236
0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,7632.110565586891
0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,7735.77854101959
0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,19252.06121369726
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,25945.527214040154
0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,7404.298994250241
0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,12469.910667889693
1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,28426.783517185602
0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,14046.981414617061
1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,25057.690459139154
0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,10902.381182704288
0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,18858.078382449865
0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,10056.020440681621
0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,6930.902586815739
0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,19085.03910716974
1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,20584.009245119032
0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,14472.051200240356
0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,5627.16846274067
0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,7305.84323518947
1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,24448.93172185845
0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,14170.659923428733
2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,44723.479403559264
1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,21569.46715184302
2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,38921.27626521697
1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,24665.92877736033
1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,20714.23604701551
2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,40787.49547117665
0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,8028.889050657254
0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,24305.470950941068
1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,26298.87275533779
1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,30585.232046394947
0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,10009.139185353133
1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,19368.076277179018
0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,17979.433384544343
1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,23567.964890204858
1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,21206.520730196782
0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,20096.640983316673
1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,17070.50617151016
0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,23125.03168293679
0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,19187.908946936906
0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,18458.858216650966
0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,9953.03020997838
0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,6376.69943818298
0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,8684.017763005293
1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,31123.99937693487
0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,7912.948111212854
0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,11947.110441517258
2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,41804.54006834182
0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,18190.386169840214
0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,7364.473836943039
0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,10589.039476547458
1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,24332.813181457357
0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,12466.844162476224
0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,5354.533236515853
1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,26140.882888846772
1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,34850.24299203653
1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,12980.652052971434
1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,30411.106811046197
0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,22467.111529929072
0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,7943.170714216694
0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,11888.27981522673
0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,8452.232512374047
2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,35157.08657342651
0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,9997.71650784141
0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,8513.479933029308
2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,26022.670797783267
0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,8312.928178339711
1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,30135.095408984966
0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,15311.326495085556
0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,8733.739946619038
0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,19407.584984334444
0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,6744.606302188839
1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,32162.86562908493
1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,39597.14549920455
0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,16143.875976966592
0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,6782.628185066531
2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,38237.45806230643
0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,9391.282710976247
0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,7868.175230501653
0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,7942.193992157578
0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,17732.257858507364
0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,8387.593802658632
1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,36150.39925659933
1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,15803.225148442667
0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,6207.807373458799
0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,8950.102373848667
0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,22729.52034368824
1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,26267.014000389216
0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,6852.932669126697
1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,15853.275925159487
0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,14016.169262495643
1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,19917.392549563654
0.9,Premium,I,VS2,58.4,62.0,6.35,6.29,3.69,19216.919764492162
0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,10433.562385876077
1.51,Fair,I,VS2,58.8,62.0,7.57,7.51,4.43,31515.187656104536
0.41,Ideal,I,IF,61.8,55.0,4.77,4.81,2.96,10593.691026716615
1.72,Premium,H,VS2,61.9,56.0,7.74,7.67,4.77,40233.12256307653
0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,4968.793127228974
0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,15381.691237721236
0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,9208.958381672452
2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,42006.98707978572
0.77,Premium,J,VS2,62.3,58.0,5.86,5.8,3.63,13216.041064161995
1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,22080.525212736266
1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,31335.76807676784
0.24,Very Good,E,VVS1,62.5,59.0,3.96,4.01,2.49,8282.317127029983
1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,30172.175725227065
0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,5744.83214427324
1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,26679.986648508362
1.35,Ideal,G,VVS2,61.5,55.0,7.11,7.16,4.39,41948.72941655627
1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23,37705.81967603677
0.3,Ideal,F,SI1,62.5,57.0,4.27,4.31,2.68,6454.011158247717
0.32,Ideal,H,VS2,62.1,56.0,4.42,4.37,2.73,6627.621941432479
1.1,Very Good,G,SI2,63.4,56.0,6.56,6.54,4.15,19981.1754248732
0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72,9141.262168538327
1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,25412.78048541356
2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,30084.845000942016
2.0,Fair,H,VS1,66.0,56.0,7.79,7.72,5.12,41024.63622666274
1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,40392.46469016852
1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,27503.761277517602
0.52,Ideal,G,SI2,63.0,55.0,5.14,5.12,3.23,8834.971220678202
0.4,Premium,H,VS1,61.8,59.2,4.72,4.74,2.92,9264.940857724658
1.02,Premium,G,VS1,62.0,59.0,6.45,6.39,3.98,28323.59902599104
0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,13927.07336198403
0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,8193.605247345122
0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,17601.905797222367
1.11,Very Good,E,VVS1,60.2,59.0,6.67,6.79,4.05,41605.9922450627
1.04,Premium,D,VS1,60.5,59.0,6.62,6.58,3.99,35326.10074320169
0.5,Good,J,VS2,57.7,60.0,5.28,5.26,3.04,8024.940729753512
2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,43155.910445315894
0.23,Very Good,D,VVS2,62.6,58.0,3.89,3.94,2.45,7561.911525392627
0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,8338.084348910028
0.27,Very Good,E,VVS1,62.6,58.0,4.11,4.16,2.59,9033.188322973412
2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,39782.61238642137
0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33,5088.934863395415
1.0,Good,J,VS2,64.3,59.0,6.27,6.21,4.01,17372.42856984267
0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,12997.08098961422
1.32,Very Good,F,VVS2,61.6,61.0,6.97,7.02,4.31,45842.69506239255
2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,40658.72424191757
0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,9043.191264369168
1.16,Very Good,G,VS1,62.9,55.0,6.65,6.74,4.21,29793.470409785048
2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,37909.72293284004
0.41,Very Good,F,SI1,63.4,57.0,4.74,4.73,3.0,8803.984317070828
0.3,Ideal,D,SI1,62.1,56.0,4.33,4.3,2.68,7003.236085991628
0.4,Ideal,G,VS2,61.0,57.0,4.74,4.77,2.9,9112.722226281478
0.59,Very Good,I,SI1,62.8,59.0,5.34,5.36,3.36,10188.31624511738
1.05,Ideal,H,SI1,61.4,57.0,6.49,6.54,4.0,20594.4984932596
1.08,Very Good,G,SI2,59.8,57.0,6.66,6.72,4.0,19316.088630094237
1.62,Good,J,SI2,64.2,62.0,7.41,7.33,4.73,23394.713811394453
0.7,Premium,F,VS1,60.4,60.0,5.73,5.7,3.45,19621.846238930524
0.5,Premium,E,VS2,61.8,58.0,5.11,5.05,3.14,13027.483586566734
1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27,24743.17947869161
0.53,Premium,I,VS1,62.3,58.0,5.18,5.26,3.25,11286.29167111345
1.2,Ideal,H,VS1,62.1,57.0,6.77,6.82,4.22,30238.504095758908
0.49,Premium,G,SI1,62.4,58.0,5.05,4.99,3.13,9947.087147328619
1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,20734.62412804103
1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,36248.331832364216
1.51,Premium,H,VS2,60.2,60.0,7.35,7.33,4.42,34471.51153688245
1.2,Ideal,J,SI1,62.5,55.0,6.84,6.79,4.26,18760.601784088747
0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04,8155.836405437531
1.29,Ideal,F,SI1,61.4,61.0,7.0,6.97,4.29,34119.66518038998
1.51,Ideal,F,SI1,61.7,56.0,7.35,7.41,4.55,36035.63486513882
0.51,Ideal,D,VS2,60.9,56.0,5.19,5.16,3.15,13822.022456847179
1.0,Ideal,I,SI1,58.5,55.0,6.47,6.42,3.77,14719.738185947961
0.9,Good,G,SI1,63.7,60.0,6.07,6.11,3.88,19943.65200057955
0.51,Ideal,F,VS2,61.0,57.0,5.16,5.11,3.13,12521.056959845168
0.3,Premium,H,VS1,61.4,59.0,4.33,4.3,2.65,6847.156493734258
0.3,Premium,F,IF,60.7,58.0,4.33,4.37,2.64,10414.51764575492
0.91,Ideal,F,SI1,62.0,57.0,6.22,6.24,3.86,21661.74102571963
0.23,Very Good,D,VVS1,62.5,58.0,3.94,3.96,2.47,8366.843496736103
3.01,Premium,F,I1,62.2,56.0,9.24,9.13,5.73,33103.550233594724
0.39,Very Good,E,VS2,60.9,58.0,4.72,4.77,2.89,9913.244558765124
0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,14813.124312754762
0.27,Very Good,G,IF,60.8,57.0,4.2,4.22,2.56,8564.48219513308
1.0,Premium,G,IF,62.2,61.0,6.41,6.38,3.98,40039.927840995486
1.0,Very Good,F,SI1,63.1,59.0,6.29,6.22,3.95,22438.712018364396
0.38,Ideal,F,VS2,61.9,55.0,4.69,4.63,2.89,9072.947817905551
0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,17876.13227477346
0.5,Ideal,D,VVS2,60.4,54.0,5.17,5.23,3.14,15943.487036514423
1.02,Premium,F,SI1,62.3,58.0,6.46,6.38,4.0,24154.7882618784
0.74,Good,E,SI1,62.8,61.0,5.74,5.76,3.61,18213.728759957605
0.75,Very Good,I,VS1,63.3,57.0,5.82,5.74,3.66,16017.31968977073
0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,10404.459965596889
0.52,Very Good,F,SI1,62.6,58.0,5.11,5.14,3.21,11250.857081197235
1.01,Premium,E,SI1,60.7,58.0,6.5,6.48,3.94,24646.00436125793
1.08,Ideal,H,VS2,61.9,54.0,6.64,6.61,4.1,24510.427783513493
1.01,Very Good,E,VS1,62.9,60.0,6.33,6.43,4.01,32010.67262071149
0.41,Ideal,F,VS1,62.7,55.0,4.77,4.74,2.98,10641.066774139657
0.75,Premium,I,SI1,59.1,58.0,5.91,5.87,3.48,11939.557192206441
0.9,Very Good,H,VVS2,63.7,57.0,6.09,6.02,3.86,23840.29947268689
0.55,Very Good,I,SI1,63.6,57.0,5.15,5.19,3.29,8829.695763217951
0.7,Premium,E,VVS1,61.7,59.0,5.71,5.67,3.51,25457.015976379433
0.3,Ideal,F,SI1,61.9,54.0,4.33,4.36,2.69,6099.383628300876
0.38,Ideal,E,VVS1,62.3,56.0,4.64,4.67,2.9,12757.969371086632
1.01,Very Good,H,VS2,59.7,64.0,6.45,6.48,3.86,24938.680660468228
0.9,Ideal,D,VS2,63.0,57.0,6.14,6.09,3.85,26697.334042643677
0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,10993.543401641615
2.01,Very Good,F,SI2,61.6,56.0,8.17,8.13,5.02,39797.99059218707
0.35,Ideal,E,VVS1,61.9,56.0,4.53,4.55,2.81,11604.55793546684
0.34,Ideal,F,VS2,62.1,56.0,4.47,4.45,2.77,8097.019688798368
0.3,Ideal,E,VS2,61.5,56.0,4.33,4.29,2.65,7440.417234198348
0.52,Ideal,G,VS1,60.8,55.0,5.2,5.26,3.18,12604.921957969751
0.98,Good,F,SI1,56.8,64.0,6.68,6.52,3.75,24654.232059697686
0.35,Ideal,F,SI1,61.5,55.9,4.53,4.56,2.8,7230.003187617195
0.32,Ideal,J,IF,62.2,55.0,4.4,4.44,2.75,7277.78986287807
1.22,Ideal,I,SI1,61.7,57.0,6.91,6.86,4.25,22828.762022560444
0.5,Very Good,E,VS2,63.2,57.0,5.06,5.03,3.19,12944.217617461132
1.1,Premium,F,SI2,62.1,56.0,6.68,6.56,4.12,21715.082046753818
1.01,Premium,F,VS2,62.0,59.0,6.45,6.38,3.98,28364.927460100163
0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,5425.167444620781
1.14,Very Good,G,SI2,59.5,59.0,6.79,6.85,4.06,21461.368403486034
0.46,Ideal,G,VVS1,62.0,54.0,4.97,5.0,3.09,13479.357425943675
0.51,Ideal,D,VS2,61.9,55.0,5.15,5.19,3.2,13969.955005036605
1.16,Premium,F,SI2,62.1,59.0,6.76,6.71,4.18,24586.759547051373
0.36,Ideal,D,SI1,62.7,57.0,4.54,4.59,2.86,8704.637129593273
0.66,Premium,D,VS1,61.0,58.0,5.67,5.57,3.43,20198.930233060877
1.57,Very Good,D,SI2,62.9,61.0,7.37,7.41,4.65,38231.412969764366
0.3,Premium,E,VS2,62.5,58.0,4.26,4.31,2.68,7749.924745093534
